1	  0.786037
2	  0.422659
3	  0.345821
4	  0.263903
5	  0.235925
6	  0.212618
7	  0.190249
8	  0.174909
9	  0.173904
10	  0.162493
11	  0.155133
12	  0.154133
13	  0.147661
14	  0.138245
15	  0.140890
16	  0.567325
