1,2.71092
2,1.88101
3,1.72982
4,1.52685
5,1.4755
6,1.37675
7,1.36471
8,1.3046
9,1.29986
10,1.26222
11,1.26242
12,1.23395
13,1.23745
14,1.21776
15,1.22795
