1,2.76048
2,1.87232
3,1.59184
4,1.43731
5,1.35604
6,1.29982
7,1.25779
8,1.22473
9,1.19833
10,1.18079
11,1.16669
12,1.15723
13,1.14161
14,1.13535
15,1.13101
16,2.29916
